MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
50,6,69.0,9143,1,3,3,0,0,0,20,2,2,0,0,5,7,1900,2003,1,1,13,14,0.0,3,4,1,4,4,3,5,0.0,5,0.0,346.0,346.0,1,0,1,4,709,308,0,1017,0.0,0.0,1,0,2,1,4,5,7,0,2,5,1961.0,2,1.0,308.0,4,4,0,0,0,139,0,0,0,0,5,2008,9,4,114000
190,6,60.0,9600,1,3,3,0,4,0,20,2,2,1,5,5,5,1920,1960,1,1,0,0,0.0,3,4,0,4,4,3,4,234.0,5,0.0,739.0,973.0,1,4,1,2,1377,973,0,2350,0.0,0.0,2,0,4,2,4,10,7,0,2,0,1930.0,2,2.0,393.0,4,4,2,0,0,219,0,0,0,0,4,2008,9,4,130000
75,6,60.0,9600,1,3,3,0,4,0,20,2,2,0,4,6,5,1917,1950,1,1,0,0,0.0,3,4,0,2,4,3,4,319.0,5,0.0,416.0,735.0,4,1,0,4,1134,924,0,2058,0.0,0.0,1,1,3,1,4,8,7,1,2,5,1950.0,2,2.0,396.0,1,1,1,0,0,259,0,0,0,0,4,2008,9,4,129500
70,6,60.0,6000,1,3,3,0,0,0,20,2,2,0,5,5,9,1905,2005,1,1,8,8,0.0,2,4,0,1,4,3,5,0.0,5,0.0,572.0,572.0,1,0,1,4,884,656,0,1540,0.0,0.0,1,1,3,1,2,7,7,0,2,1,1979.0,2,0.0,0.0,4,4,0,240,77,0,0,0,0,0,2,2008,9,4,129400
70,6,60.0,9600,1,3,3,0,4,0,20,2,2,0,5,7,9,1928,2005,2,1,8,8,0.0,3,0,0,4,4,3,4,141.0,5,0.0,548.0,689.0,1,0,1,4,689,689,0,1378,0.0,0.0,2,0,3,1,2,7,7,1,2,5,1928.0,2,2.0,360.0,4,4,0,0,0,116,0,0,0,0,10,2008,9,4,161000
190,6,60.0,10800,1,3,3,0,4,0,20,2,2,1,0,6,7,1905,2000,1,1,14,15,0.0,3,4,0,1,4,3,5,0.0,5,0.0,482.0,482.0,1,0,0,4,1221,691,0,1912,0.0,0.0,2,0,3,2,4,7,7,1,4,5,2003.0,2,2.0,672.0,2,4,2,0,25,212,0,0,0,0,4,2008,9,4,163000
75,6,35.0,6300,1,3,3,0,4,0,20,2,2,0,4,6,6,1914,2001,1,1,14,16,0.0,3,4,1,4,4,3,5,0.0,5,0.0,742.0,742.0,1,0,1,4,742,742,0,1484,0.0,0.0,2,0,3,1,4,9,7,1,2,1,1979.0,2,0.0,0.0,4,4,2,0,291,134,0,0,0,0,6,2008,9,4,128000
70,6,50.0,5250,1,3,3,0,4,0,20,2,2,0,5,8,5,1872,1987,1,1,8,8,0.0,3,2,0,4,1,3,3,259.0,5,0.0,425.0,684.0,4,1,0,4,938,1215,205,2358,0.0,0.0,2,0,4,1,4,8,7,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,54,20,0,0,0,0,12,2008,9,4,122000
50,6,68.0,5700,1,3,3,0,4,0,20,2,2,0,0,7,7,1926,1950,1,1,14,15,0.0,3,4,2,4,4,3,5,0.0,5,0.0,572.0,572.0,1,4,1,4,572,539,0,1111,0.0,0.0,1,0,2,1,4,5,7,1,2,5,1982.0,2,1.0,288.0,4,4,2,0,0,176,0,0,0,0,8,2008,9,4,116900
75,6,75.0,13500,1,3,3,0,4,0,20,0,3,0,4,10,9,1893,2000,1,1,14,15,0.0,0,0,0,4,4,3,5,0.0,5,0.0,1237.0,1237.0,1,2,1,4,1521,1254,0,2775,0.0,0.0,3,1,3,1,2,9,7,1,2,5,1988.0,2,2.0,880.0,2,4,2,105,502,0,0,0,0,0,7,2008,9,4,325000
70,6,60.0,11340,1,3,3,0,4,0,20,2,2,0,5,2,1,1920,1950,1,1,0,0,0.0,1,1,0,1,1,3,5,0.0,5,0.0,723.0,723.0,1,4,0,4,723,363,0,1086,0.0,0.0,1,0,2,1,4,5,0,0,2,5,1920.0,2,2.0,400.0,1,3,0,0,24,144,0,0,0,0,11,2008,3,4,55000
70,6,60.0,10800,1,3,3,0,4,0,20,2,2,0,5,7,7,1890,1999,1,1,14,16,0.0,3,4,0,4,4,2,5,0.0,5,0.0,1313.0,1313.0,2,2,1,4,1313,1182,0,2495,0.0,0.0,2,0,5,1,4,10,7,1,2,5,1950.0,2,2.0,342.0,4,1,2,0,299,0,0,0,0,0,12,2008,9,4,184000
20,6,65.0,9750,1,3,3,0,4,0,20,2,2,0,2,5,6,1959,1959,1,1,8,8,164.0,3,4,1,4,4,3,4,200.0,5,0.0,784.0,984.0,1,2,1,4,984,0,0,984,1.0,0.0,1,0,2,1,1,5,7,0,2,5,1959.0,2,1.0,308.0,4,4,0,0,0,0,0,0,0,0,6,2008,9,4,110000
50,6,81.0,12150,1,3,3,0,4,0,20,2,2,0,0,5,5,1954,1954,1,1,8,8,335.0,3,4,0,4,4,3,5,0.0,5,0.0,1050.0,1050.0,1,0,0,1,1050,745,0,1795,0.0,0.0,2,0,4,1,4,7,7,0,2,1,1954.0,2,1.0,352.0,1,4,2,0,0,0,0,0,0,0,11,2008,9,4,131500
20,6,70.0,12702,1,3,3,0,4,0,20,2,2,0,2,5,5,1956,1956,1,1,3,3,0.0,3,4,2,4,4,3,2,0.0,5,0.0,0.0,0.0,1,2,1,0,882,0,0,882,0.0,0.0,1,0,2,1,4,4,7,0,2,5,1956.0,2,1.0,308.0,4,4,2,0,45,0,0,0,0,0,12,2008,9,4,97000
20,6,52.0,8516,1,3,3,0,4,0,20,2,2,0,2,4,6,1958,2006,1,1,8,8,0.0,3,4,1,4,4,3,5,0.0,5,0.0,869.0,869.0,1,4,1,4,1093,0,0,1093,0.0,0.0,1,0,2,1,4,5,7,0,2,5,1959.0,2,1.0,308.0,4,4,2,0,0,0,0,0,0,0,5,2008,9,4,115500
30,5,55.0,7111,1,0,0,0,4,0,3,2,2,0,2,5,7,1928,1983,1,1,15,16,0.0,2,2,0,4,4,3,3,406.0,1,273.0,329.0,1008.0,1,4,1,4,1143,0,0,1143,0.0,0.0,1,0,2,1,4,5,7,1,3,5,1992.0,2,1.0,288.0,4,4,2,265,0,0,0,0,0,0,7,2008,9,4,138000
50,6,68.0,7425,1,0,0,0,0,0,3,6,0,0,0,7,7,1945,1950,1,1,14,15,0.0,3,4,1,4,1,3,5,0.0,5,0.0,672.0,672.0,1,2,1,4,1195,473,0,1668,0.0,0.0,1,1,3,1,2,8,7,0,2,1,1945.0,2,1.0,252.0,4,4,2,210,0,0,0,0,0,0,8,2008,9,0,108000
40,6,50.0,9100,1,3,3,0,4,0,3,6,1,0,2,5,6,1930,1960,1,1,13,14,0.0,3,4,0,4,4,3,5,0.0,5,0.0,742.0,742.0,1,4,1,0,779,0,156,935,0.0,0.0,1,0,2,1,4,4,7,0,2,5,1988.0,2,1.0,308.0,4,4,1,0,0,0,0,0,0,600,8,2008,9,4,79500
50,5,68.0,7010,1,3,3,0,4,0,3,2,2,0,0,5,5,1935,1950,1,1,14,15,0.0,3,4,0,4,4,3,4,175.0,5,0.0,849.0,1024.0,1,4,1,4,1144,594,0,1738,0.0,0.0,2,0,3,1,4,6,7,1,2,5,1950.0,2,1.0,240.0,4,4,1,0,30,0,0,0,0,0,7,2008,9,4,153000
45,6,50.0,6130,1,3,3,0,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,0.0,3,4,0,4,4,3,0,784.0,5,0.0,0.0,784.0,1,2,1,4,784,0,0,784,1.0,0.0,1,0,2,1,2,5,7,0,2,1,1979.0,2,0.0,0.0,4,4,2,0,0,116,0,0,0,0,5,2008,9,4,109500
50,6,50.0,5000,1,3,3,0,4,0,3,1,2,0,0,5,7,1941,2006,1,1,14,15,0.0,3,2,1,4,4,3,0,600.0,5,0.0,72.0,672.0,1,0,1,4,832,378,0,1210,0.0,0.0,1,0,3,1,2,6,7,0,2,5,1941.0,2,1.0,240.0,4,4,1,0,0,0,0,0,0,0,5,2008,9,4,124000
70,6,59.0,5870,1,3,3,0,0,0,3,1,1,0,5,6,9,1900,2000,1,1,6,6,0.0,3,2,0,4,4,3,5,0.0,5,0.0,554.0,554.0,1,0,1,4,736,554,0,1290,0.0,0.0,1,1,3,1,4,6,7,0,2,5,1926.0,2,1.0,200.0,1,4,2,38,112,0,0,0,0,400,4,2008,9,4,106900
50,6,50.0,6000,1,3,3,0,4,0,3,2,2,0,0,6,7,1940,1989,1,1,14,15,0.0,3,4,1,4,4,3,0,521.0,5,0.0,460.0,981.0,1,0,1,4,1014,658,0,1672,0.0,0.0,1,1,3,1,2,6,7,1,2,5,1940.0,2,1.0,240.0,4,4,2,0,11,0,0,0,0,0,7,2008,9,4,164900
30,6,50.0,6000,1,3,1,0,4,0,3,2,2,0,2,5,7,1924,2003,1,1,14,15,0.0,3,1,0,4,1,3,5,0.0,5,0.0,949.0,949.0,1,0,1,4,949,0,0,949,0.0,0.0,1,0,2,1,4,5,7,1,1,5,1924.0,2,2.0,370.0,4,4,2,0,0,48,0,0,0,0,7,2008,9,4,119000
50,6,50.0,6000,1,3,3,0,0,0,3,2,2,0,0,6,7,1929,1950,1,1,15,16,0.0,3,4,0,4,4,3,5,0.0,5,0.0,862.0,862.0,1,4,1,4,950,208,0,1158,0.0,0.0,1,0,3,1,4,5,7,1,2,3,1929.0,1,1.0,208.0,4,4,2,0,0,112,0,0,0,0,7,2008,9,4,120000
50,6,50.0,6000,1,3,3,0,4,0,3,2,2,0,0,6,7,1937,2000,1,1,14,15,0.0,3,2,0,4,4,3,4,201.0,3,162.0,462.0,825.0,1,0,1,4,825,672,0,1497,0.0,0.0,2,0,3,1,4,5,7,0,2,5,2004.0,2,1.0,672.0,4,4,2,272,0,0,0,0,0,0,5,2008,9,4,157000
50,6,50.0,6000,1,3,3,0,4,0,3,2,2,0,0,6,5,1939,1950,1,1,14,15,0.0,3,4,1,4,4,3,3,264.0,5,0.0,475.0,739.0,1,0,1,4,874,468,0,1342,0.0,0.0,2,0,2,2,4,7,7,1,2,5,1939.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,0,4,2008,9,4,105000
45,6,50.0,5000,1,3,0,0,4,1,3,2,2,0,1,6,7,1926,1950,1,1,8,8,0.0,3,4,0,4,4,3,5,0.0,5,0.0,992.0,992.0,1,0,1,4,1013,0,0,1013,0.0,0.0,1,0,3,1,4,6,7,0,2,5,1926.0,2,1.0,160.0,1,4,2,0,0,101,0,0,0,0,4,2008,9,4,113000
50,6,60.0,5520,1,0,3,0,2,0,3,1,2,0,0,5,7,1920,1997,1,1,0,0,0.0,3,2,0,4,4,3,0,68.0,5,0.0,497.0,565.0,1,4,1,4,565,651,0,1216,1.0,0.0,1,0,3,1,4,6,7,1,2,3,1920.0,1,1.0,355.0,1,4,2,0,0,180,0,0,0,0,4,2008,9,4,115000
20,6,99.0,5940,1,0,3,0,3,0,3,1,2,0,2,4,7,1946,1950,1,1,8,4,0.0,3,4,2,4,4,3,2,370.0,5,0.0,466.0,990.0,1,4,1,0,896,0,0,896,0.0,0.0,1,0,2,1,4,4,7,0,2,5,1946.0,2,1.0,280.0,4,4,2,0,0,0,0,0,0,0,4,2008,3,0,79000
50,6,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,4,7,1929,1950,1,1,8,8,0.0,3,4,2,4,4,3,1,80.0,5,0.0,624.0,704.0,1,0,1,4,624,512,0,1136,0.0,1.0,1,0,2,1,4,6,7,0,2,5,1990.0,2,1.0,336.0,4,4,2,0,365,80,0,0,0,0,8,2008,9,4,123000
30,6,68.0,6120,1,3,3,0,4,0,3,2,2,0,2,5,6,1945,1995,1,1,9,10,0.0,3,2,1,4,4,3,2,0.0,5,0.0,0.0,0.0,1,2,0,4,808,0,0,808,0.0,0.0,1,0,1,1,4,6,3,0,2,1,1925.0,2,1.0,164.0,4,4,1,0,48,0,0,0,0,0,6,2008,9,4,81300
50,6,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,1,8,8,0.0,3,4,2,4,4,3,5,0.0,5,0.0,1078.0,1078.0,1,4,1,4,1128,445,0,1573,0.0,0.0,2,0,3,1,4,8,7,1,2,5,1930.0,2,2.0,360.0,4,4,1,0,0,0,0,0,0,0,6,2008,9,4,162900
50,6,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,7,5,1939,1950,1,1,14,15,0.0,3,4,0,4,4,2,4,300.0,3,240.0,449.0,989.0,1,4,1,4,1245,764,0,2009,0.0,0.0,2,0,4,1,4,7,3,1,2,5,1939.0,2,2.0,400.0,4,4,2,0,20,0,0,0,0,0,1,2008,9,4,150000
70,6,51.0,6120,1,3,3,0,4,0,20,0,2,0,5,5,5,1923,1950,2,1,14,15,0.0,3,4,0,4,4,3,3,203.0,5,0.0,897.0,1100.0,1,4,1,4,1226,676,0,1902,0.0,0.0,2,0,4,1,4,7,7,0,2,5,1960.0,2,2.0,576.0,4,4,2,0,139,55,0,0,0,0,10,2008,9,4,123500
50,6,51.0,6120,1,3,3,0,4,0,20,0,2,0,0,7,5,1931,1950,1,1,3,16,0.0,3,4,0,4,4,3,5,0.0,5,0.0,952.0,952.0,1,2,1,1,1022,752,0,1774,0.0,0.0,2,0,2,2,4,8,2,2,4,5,1931.0,2,2.0,468.0,1,4,2,90,0,205,0,0,0,0,4,2008,9,0,129900
70,6,60.0,6155,1,0,3,0,3,0,3,8,1,0,5,6,8,1920,1999,1,1,14,15,0.0,3,4,0,1,1,2,5,0.0,5,0.0,611.0,611.0,1,0,1,4,751,611,0,1362,0.0,0.0,2,0,3,1,4,6,7,0,2,5,1920.0,0,2.0,502.0,4,1,2,0,0,84,0,0,0,0,6,2008,9,4,128000
30,6,60.0,6324,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,1,8,8,0.0,3,4,0,4,4,3,5,0.0,5,0.0,520.0,520.0,1,1,0,4,520,0,0,520,0.0,0.0,1,0,1,1,1,4,7,0,2,5,1920.0,2,1.0,240.0,1,4,2,49,0,87,0,0,0,0,5,2008,9,4,68500
50,6,50.0,8635,1,3,3,0,4,0,3,2,2,0,0,5,5,1948,2001,1,1,14,15,0.0,3,4,1,4,4,3,1,336.0,2,41.0,295.0,672.0,1,4,1,4,1072,213,0,1285,1.0,0.0,1,0,2,1,4,6,2,0,2,5,1948.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,0,1,2008,9,4,127000
50,5,64.0,13053,1,3,0,0,4,0,3,2,2,0,0,6,7,1923,2000,2,1,14,15,0.0,3,4,0,4,4,3,5,0.0,5,0.0,833.0,833.0,1,2,1,4,1053,795,0,1848,0.0,0.0,1,1,4,1,2,8,7,1,2,5,1922.0,2,2.0,370.0,4,4,0,0,0,0,0,220,0,0,6,2008,9,4,207000
50,5,60.0,9120,1,3,3,0,4,0,3,2,2,0,0,7,6,1925,1950,1,1,14,15,0.0,3,2,2,4,4,3,4,329.0,5,0.0,697.0,1026.0,1,0,1,4,1133,687,0,1820,1.0,0.0,2,0,4,1,4,8,7,0,2,5,1925.0,2,1.0,240.0,4,4,0,0,100,0,0,0,0,0,6,2008,9,4,184000
50,5,60.0,9144,1,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,1,13,14,0.0,3,2,0,4,4,3,5,0.0,5,0.0,810.0,810.0,1,0,1,4,1170,546,0,1716,0.0,0.0,2,0,4,1,2,8,7,0,2,5,1970.0,2,2.0,672.0,4,4,2,0,195,0,0,0,0,0,3,2008,9,4,162500
50,5,68.0,9144,1,3,3,0,4,0,3,2,2,0,0,5,5,1940,1982,1,1,8,8,0.0,3,4,1,4,4,3,4,399.0,5,0.0,484.0,883.0,1,2,1,4,988,517,0,1505,1.0,0.0,1,0,3,1,4,8,7,0,2,5,1940.0,2,1.0,240.0,4,4,0,0,0,0,0,0,0,0,7,2008,9,4,145000
30,5,55.0,10267,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,1,12,16,0.0,3,2,0,4,2,2,4,210.0,0,606.0,0.0,816.0,1,0,1,4,838,0,0,838,1.0,0.0,1,0,2,1,1,5,7,0,2,5,1961.0,0,1.0,275.0,4,4,0,0,0,112,0,0,0,0,5,2008,9,4,130000
60,6,57.0,8094,1,3,3,0,4,0,20,2,2,1,4,6,8,1910,1983,1,1,14,15,0.0,3,4,2,4,4,2,4,196.0,5,0.0,1046.0,1242.0,1,2,1,4,1242,742,0,1984,0.0,0.0,2,0,5,1,4,8,7,0,2,5,1979.0,2,1.0,360.0,4,4,2,64,0,180,0,0,0,1000,9,2008,9,4,160000
70,6,68.0,5100,1,3,3,0,4,0,20,2,2,0,5,8,7,1925,1996,3,1,12,16,0.0,3,2,2,4,4,3,5,0.0,5,0.0,588.0,588.0,1,1,1,4,833,833,0,1666,0.0,0.0,1,0,3,1,2,7,7,1,2,5,1925.0,2,1.0,228.0,4,4,2,192,63,0,0,0,0,0,6,2008,9,4,161000
50,6,63.0,4347,1,3,3,0,4,0,20,2,2,0,0,6,8,1910,1950,2,1,8,8,0.0,2,4,0,2,2,3,5,0.0,5,0.0,796.0,796.0,1,0,1,4,825,784,0,1609,0.0,0.0,1,0,3,1,4,7,7,0,2,5,1910.0,2,1.0,228.0,1,1,0,0,182,0,0,0,0,0,6,2008,9,4,127500
30,6,68.0,6291,0,0,3,0,4,0,11,7,2,0,2,6,6,1930,1950,1,1,12,16,0.0,2,2,0,4,4,3,5,0.0,5,0.0,768.0,768.0,1,4,1,4,768,0,0,768,0.0,0.0,1,0,1,1,4,4,7,0,2,5,1930.0,2,2.0,440.0,4,4,0,0,0,84,0,0,0,0,7,2008,9,4,93850
70,6,60.0,10266,1,3,3,0,4,0,11,2,2,0,5,6,6,1952,1952,1,1,8,8,0.0,3,4,1,4,4,3,4,372.0,5,0.0,396.0,768.0,1,4,1,0,768,768,0,1536,0.0,0.0,1,1,4,1,4,7,7,0,2,5,1952.0,2,1.0,308.0,4,4,2,0,216,80,0,0,0,0,5,2008,0,0,136000
50,6,60.0,6876,1,3,0,0,4,0,11,2,2,0,0,6,6,1938,1958,1,1,14,15,0.0,3,4,0,4,4,3,5,0.0,5,0.0,1272.0,1272.0,1,4,1,4,1272,0,697,1969,0.0,0.0,2,0,4,1,4,9,2,1,2,5,1938.0,2,2.0,400.0,4,4,2,0,34,0,0,0,0,0,11,2008,0,4,141000
50,6,68.0,10320,1,3,3,0,4,0,11,2,2,0,0,5,6,1915,1978,1,1,6,6,0.0,3,1,0,4,1,3,5,0.0,5,0.0,880.0,880.0,1,2,1,4,880,428,0,1308,0.0,0.0,2,0,2,1,4,6,7,0,2,5,1950.0,2,2.0,400.0,1,1,2,0,0,117,0,0,0,0,4,2008,9,4,120000
30,6,60.0,7200,1,3,3,0,0,0,11,2,2,0,2,6,7,1925,1992,1,1,13,14,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1040.0,1040.0,1,2,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,4,5,7,0,2,5,1993.0,2,2.0,320.0,4,4,2,0,132,0,0,0,0,0,7,2008,9,4,127500
50,6,62.0,7006,1,3,3,0,4,0,11,2,2,0,0,6,6,1925,1950,1,1,12,13,0.0,3,4,2,4,4,3,4,121.0,5,0.0,647.0,768.0,1,4,1,4,788,448,0,1236,1.0,0.0,2,0,3,1,4,6,7,1,2,5,1985.0,2,1.0,384.0,4,4,2,0,0,0,0,0,0,0,8,2008,9,3,127000
50,6,68.0,7920,1,0,3,0,4,0,11,0,2,0,0,6,7,1920,1950,1,1,8,8,0.0,3,1,1,4,4,3,5,0.0,5,0.0,319.0,319.0,1,4,1,0,1035,371,0,1406,0.0,0.0,1,0,3,1,1,6,7,0,2,1,1979.0,2,0.0,0.0,4,4,0,0,144,0,0,0,0,0,3,2008,9,4,89500
20,6,49.0,8235,1,0,1,0,4,0,20,1,7,0,2,5,7,1955,1995,1,1,8,8,0.0,3,2,1,4,4,3,3,180.0,4,645.0,0.0,825.0,1,4,1,4,825,0,0,825,1.0,0.0,1,0,2,1,4,4,7,0,2,5,1963.0,1,2.0,720.0,4,4,2,140,50,0,0,0,0,0,6,2008,9,4,125000
50,6,60.0,5586,1,0,0,0,4,0,20,1,2,0,0,6,7,1920,1998,1,1,8,8,0.0,3,4,0,4,4,3,5,0.0,5,0.0,901.0,901.0,1,2,1,4,1088,110,0,1198,0.0,0.0,1,0,4,1,4,7,7,0,2,1,1979.0,2,0.0,0.0,4,4,0,0,98,0,0,0,0,0,9,2008,3,0,79900
30,6,60.0,10320,1,3,3,0,4,0,11,7,2,0,2,5,8,1912,1991,1,1,14,15,0.0,3,4,0,1,4,3,5,0.0,5,0.0,451.0,451.0,1,4,1,4,759,0,0,759,0.0,0.0,1,0,1,1,4,5,7,0,2,5,1997.0,2,2.0,576.0,4,4,0,40,0,0,0,0,0,0,8,2008,3,3,85000
190,6,60.0,10320,1,3,3,0,4,0,11,2,2,1,5,3,3,1915,1950,1,1,1,1,0.0,1,1,2,4,1,3,5,0.0,5,0.0,536.0,536.0,1,0,0,1,808,536,0,1344,0.0,0.0,2,0,3,2,4,8,7,0,2,1,1979.0,2,0.0,0.0,4,4,0,42,0,204,0,0,0,0,5,2008,9,4,82375
50,6,60.0,10320,1,3,3,0,4,0,11,2,2,0,0,6,7,1906,1995,1,1,8,8,0.0,3,4,1,4,4,3,5,0.0,5,0.0,756.0,756.0,1,0,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,4,7,7,0,2,5,1906.0,2,1.0,216.0,4,4,2,57,0,239,0,0,0,0,6,2008,9,4,135000
20,5,82.0,9488,1,3,3,0,4,0,22,1,2,0,2,5,6,1947,1993,1,1,13,14,0.0,2,4,1,4,4,3,5,0.0,5,0.0,1046.0,1046.0,1,2,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,4,6,7,0,2,5,1947.0,2,1.0,240.0,4,4,2,0,60,122,0,0,0,0,9,2008,9,0,124000
20,5,55.0,8250,1,3,3,0,4,0,22,1,2,0,2,5,5,1968,1968,3,1,6,6,0.0,3,4,1,4,4,3,1,250.0,3,492.0,210.0,952.0,1,0,1,4,1211,0,0,1211,0.0,0.0,1,0,3,1,4,5,7,1,4,1,1968.0,2,1.0,322.0,4,4,2,0,63,0,0,0,0,0,8,2008,9,4,134000
50,5,115.0,21286,1,3,3,0,4,0,22,2,2,0,0,5,5,1948,1950,1,1,14,15,0.0,3,4,1,4,4,3,5,0.0,5,0.0,720.0,720.0,1,4,1,4,720,551,0,1271,0.0,0.0,2,0,4,1,4,7,7,1,2,1,1948.0,2,1.0,312.0,4,4,2,0,0,108,0,0,0,0,8,2008,9,4,135000
50,5,80.0,17120,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,15,10,0.0,3,4,1,4,4,3,2,0.0,5,0.0,0.0,0.0,1,4,1,4,1120,468,0,1588,0.0,0.0,2,0,4,1,4,7,3,1,2,5,1991.0,0,2.0,680.0,4,4,0,0,59,0,0,0,0,0,7,2008,9,4,134432
190,5,62.0,10106,1,3,3,0,4,0,7,2,2,1,0,5,7,1940,1999,1,1,14,15,0.0,3,2,0,4,4,3,0,351.0,4,181.0,112.0,644.0,1,2,1,4,808,547,0,1355,1.0,0.0,2,0,4,2,4,6,7,0,2,1,1979.0,2,0.0,0.0,4,4,2,140,0,0,0,0,0,0,9,2008,9,4,127500
85,5,68.0,11235,1,3,3,0,0,0,22,1,2,0,6,5,6,1963,1963,1,1,6,15,0.0,3,4,1,2,4,0,0,784.0,5,0.0,197.0,981.0,1,4,1,4,1075,0,0,1075,1.0,0.0,1,0,3,1,2,6,7,0,2,5,1996.0,2,2.0,440.0,4,4,2,64,0,0,0,64,0,0,5,2008,9,0,148000
20,5,70.0,11200,1,3,3,0,4,0,22,2,2,0,2,5,5,1965,1965,3,1,6,6,0.0,3,4,1,4,4,3,4,906.0,5,0.0,134.0,1040.0,1,0,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,4,5,7,0,2,5,1965.0,2,1.0,384.0,4,4,2,0,0,0,0,0,0,0,2,2008,9,4,129500
80,5,80.0,13014,1,3,3,0,4,0,22,2,2,0,7,6,5,1978,1978,1,1,6,10,39.0,3,4,1,4,4,0,0,528.0,5,0.0,480.0,1008.0,1,4,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,4,6,7,1,1,1,1978.0,2,2.0,484.0,4,4,2,168,0,0,0,0,0,0,12,2008,9,4,157500
20,5,68.0,7162,1,0,3,0,4,0,22,2,2,0,2,5,7,1966,1966,1,1,6,6,41.0,3,4,2,4,4,3,5,0.0,5,0.0,876.0,876.0,1,4,1,4,904,0,0,904,0.0,0.0,1,0,3,1,4,6,7,0,2,1,1966.0,2,1.0,408.0,4,4,2,0,0,0,0,0,0,0,12,2008,9,0,109900
20,5,68.0,10265,1,0,3,0,4,0,22,2,2,0,2,5,7,1967,2005,1,1,6,6,0.0,3,1,1,4,4,3,0,758.0,5,0.0,234.0,992.0,1,0,1,4,992,0,0,992,1.0,0.0,1,0,3,1,2,6,7,0,2,1,1967.0,1,1.0,294.0,4,4,2,204,0,0,0,0,0,600,7,2008,9,4,145000
20,5,57.0,9764,1,0,3,0,2,0,22,1,2,0,2,5,7,1967,2003,1,1,13,14,0.0,3,4,1,4,4,3,1,702.0,5,0.0,192.0,894.0,1,0,1,4,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,0,2,1,1967.0,1,2.0,450.0,4,4,2,0,0,0,0,0,0,0,5,2008,9,4,130000
85,5,68.0,7703,1,0,3,0,1,0,22,2,2,0,6,6,8,1978,1978,1,1,6,6,40.0,3,4,1,2,4,1,0,450.0,5,0.0,0.0,450.0,1,0,1,4,1034,0,0,1034,0.0,1.0,1,0,3,1,4,6,7,1,3,2,1978.0,0,2.0,504.0,4,4,2,311,0,0,0,0,0,0,5,2008,9,4,153000
20,5,68.0,9981,1,0,3,0,0,0,22,2,2,0,2,5,5,1967,1967,1,1,8,8,340.0,3,4,1,4,4,2,1,221.0,5,0.0,852.0,1073.0,1,2,1,4,1073,0,0,1073,0.0,0.0,1,0,3,1,4,6,7,0,2,1,1967.0,1,1.0,270.0,4,4,2,0,90,0,0,0,0,0,3,2008,9,4,120000
85,5,68.0,7400,1,0,3,0,1,0,22,2,2,0,6,5,5,1984,1984,1,1,13,14,0.0,3,4,2,2,4,0,3,104.0,0,956.0,0.0,1060.0,1,4,1,4,1126,0,0,1126,1.0,0.0,1,0,2,1,4,5,7,0,2,1,1984.0,2,2.0,506.0,4,4,2,178,0,0,0,0,0,0,3,2008,9,4,152000
