Overall Qual,Gr Liv Area,1st Flr SF,Total Bsmt SF,2nd Flr SF,BsmtFin SF 1,Full Bath,Lot Area,Garage Cars,Garage Area,Year Built,Year Remod/Add,Kitchen Qual,Lot Frontage,Bsmt Unf SF,Mas Vnr Area,Neighborhood,Garage Yr Blt,Screen Porch,Wood Deck SF,SalePrice
6,768,768,768.0,0,0.0,1,6291,2.0,440.0,1930,1950,4,68.0,768.0,0.0,11,1930.0,0,0,93850
6,1536,768,768.0,768,372.0,1,10266,1.0,308.0,1952,1952,4,60.0,396.0,0.0,11,1952.0,0,0,136000
6,1969,1272,1272.0,0,0.0,2,6876,2.0,400.0,1938,1958,4,60.0,1272.0,0.0,11,1938.0,0,0,141000
5,1308,880,880.0,428,0.0,2,10320,2.0,400.0,1915,1978,4,68.0,880.0,0.0,11,1950.0,0,0,120000
6,1040,1040,1040.0,0,0.0,1,7200,2.0,320.0,1925,1992,4,60.0,1040.0,0.0,11,1993.0,0,0,127500
6,1236,788,768.0,448,121.0,2,7006,1.0,384.0,1925,1950,4,62.0,647.0,0.0,11,1985.0,0,0,127000
6,1406,1035,319.0,371,0.0,1,7920,0.0,0.0,1920,1950,1,68.0,319.0,0.0,11,1979.0,0,0,89500
5,825,825,825.0,0,180.0,1,8235,2.0,720.0,1955,1995,4,49.0,0.0,0.0,20,1963.0,0,140,125000
6,1198,1088,901.0,110,0.0,1,5586,0.0,0.0,1920,1998,4,60.0,901.0,0.0,20,1979.0,0,0,79900
5,759,759,451.0,0,0.0,1,10320,2.0,576.0,1912,1991,4,60.0,451.0,0.0,11,1997.0,0,40,85000
3,1344,808,536.0,536,0.0,2,10320,0.0,0.0,1915,1950,4,60.0,536.0,0.0,11,1979.0,0,42,82375
6,1469,756,756.0,713,0.0,1,10320,1.0,216.0,1906,1995,4,60.0,756.0,0.0,11,1906.0,0,57,135000
5,1054,1054,1046.0,0,0.0,1,9488,1.0,240.0,1947,1993,4,82.0,1046.0,0.0,22,1947.0,0,0,124000
5,1211,1211,952.0,0,250.0,1,8250,1.0,322.0,1968,1968,4,55.0,210.0,0.0,22,1968.0,0,0,134000
5,1271,720,720.0,551,0.0,2,21286,1.0,312.0,1948,1950,4,115.0,720.0,0.0,22,1948.0,0,0,135000
4,1588,1120,0.0,468,0.0,2,17120,2.0,680.0,1959,1959,4,80.0,0.0,0.0,4,1991.0,0,0,134432
5,1355,808,644.0,547,351.0,2,10106,0.0,0.0,1940,1999,4,62.0,112.0,0.0,7,1979.0,0,140,127500
5,1075,1075,981.0,0,784.0,1,11235,2.0,440.0,1963,1963,2,68.0,197.0,0.0,22,1996.0,64,64,148000
5,1040,1040,1040.0,0,906.0,1,11200,1.0,384.0,1965,1965,4,70.0,134.0,0.0,22,1965.0,0,0,129500
6,1096,1096,1008.0,0,528.0,1,13014,2.0,484.0,1978,1978,4,80.0,480.0,39.0,22,1978.0,0,168,157500
5,904,904,876.0,0,0.0,1,7162,1.0,408.0,1966,1966,4,68.0,876.0,41.0,22,1966.0,0,0,109900
5,992,992,992.0,0,758.0,1,10265,1.0,294.0,1967,2005,2,68.0,234.0,0.0,22,1967.0,0,204,145000
5,894,894,894.0,0,702.0,1,9764,2.0,450.0,1967,2003,2,57.0,192.0,0.0,22,1967.0,0,0,130000
6,1034,1034,450.0,0,450.0,1,7703,2.0,504.0,1978,1978,4,68.0,0.0,40.0,22,1978.0,0,311,153000
5,1073,1073,1073.0,0,221.0,1,9981,1.0,270.0,1967,1967,4,68.0,852.0,340.0,22,1967.0,0,0,120000
5,1126,1126,1060.0,0,104.0,1,7400,2.0,506.0,1984,1984,4,68.0,0.0,0.0,22,1984.0,0,178,152000
4,1258,1258,1198.0,0,1198.0,0,12900,2.0,400.0,1969,1969,4,60.0,0.0,0.0,22,1969.0,0,120,108959
5,1140,1140,1300.0,0,1300.0,1,12900,2.0,400.0,1920,1950,4,60.0,0.0,0.0,22,1920.0,0,0,95541
5,1006,1006,1006.0,0,288.0,1,9000,0.0,0.0,1959,1959,4,68.0,718.0,0.0,22,1979.0,0,0,80000
5,1228,1228,1228.0,0,0.0,1,8544,1.0,271.0,1966,2006,2,68.0,1228.0,0.0,22,1966.0,0,0,149350
5,960,960,960.0,0,634.0,1,9239,1.0,300.0,1963,2003,2,94.0,326.0,0.0,22,1963.0,0,168,144900
6,1188,1188,988.0,0,776.0,1,14175,2.0,621.0,1956,1956,4,88.0,212.0,0.0,22,1956.0,0,102,185000
5,1383,1383,1383.0,0,1064.0,1,13284,1.0,354.0,1954,1954,4,68.0,319.0,0.0,22,1954.0,0,511,165000
6,1252,1252,1602.0,0,429.0,1,13500,2.0,564.0,1960,1975,4,68.0,93.0,0.0,4,1960.0,0,409,235000
5,1601,1021,533.0,580,0.0,1,13825,1.0,300.0,1958,1987,4,85.0,533.0,0.0,22,1958.0,0,280,140000
5,672,672,672.0,0,0.0,1,10200,1.0,240.0,1940,1997,4,60.0,672.0,0.0,22,1940.0,0,168,108000
5,1721,1721,988.0,0,988.0,2,10532,2.0,626.0,1960,1960,4,68.0,0.0,275.0,4,1960.0,0,50,145000
5,1350,864,576.0,486,336.0,1,8375,3.0,627.0,1941,1973,2,63.0,240.0,0.0,22,1973.0,0,0,152400
5,904,904,864.0,0,704.0,1,10200,3.0,912.0,1970,1970,2,68.0,160.0,0.0,22,1979.0,0,143,144000
6,1291,1291,1291.0,0,1003.0,1,2887,2.0,431.0,1996,1997,2,68.0,288.0,0.0,4,1996.0,0,307,173000
7,2022,1156,1160.0,866,392.0,2,10005,2.0,505.0,1977,1977,4,83.0,768.0,299.0,4,1977.0,0,288,192000
7,1524,1524,1524.0,0,599.0,2,20270,2.0,478.0,1979,1979,4,82.0,925.0,0.0,4,1979.0,0,140,245000
7,1363,1363,1385.0,0,226.0,1,39104,2.0,439.0,1954,2005,4,73.0,96.0,0.0,4,1954.0,0,81,241500
4,1663,1663,1364.0,0,1116.0,1,53227,2.0,529.0,1954,1994,2,68.0,248.0,0.0,4,1954.0,0,224,256000
6,1357,1357,1019.0,0,719.0,1,11512,1.0,312.0,1959,2006,0,124.0,300.0,84.0,7,1959.0,163,0,177000
7,1079,617,570.0,462,0.0,1,5190,1.0,249.0,1948,1950,4,50.0,570.0,0.0,7,1948.0,0,135,125600
6,1094,1094,1094.0,0,500.0,1,10452,2.0,495.0,1953,1953,4,85.0,594.0,216.0,7,1953.0,287,0,155000
6,2358,1307,907.0,1051,0.0,3,45600,2.0,360.0,1908,1997,4,75.0,907.0,0.0,4,1908.0,175,486,240000
5,1518,1518,1580.0,0,1035.0,1,19550,0.0,0.0,1940,2007,1,85.0,545.0,0.0,7,1979.0,0,0,260000
6,1674,1163,1163.0,511,0.0,2,21780,2.0,396.0,1918,1950,4,66.0,1163.0,0.0,7,1955.0,144,72,185000
6,2108,1236,1127.0,872,626.0,2,13728,2.0,540.0,1935,1986,2,120.0,501.0,0.0,7,1935.0,90,0,235000
5,1509,1509,1509.0,0,870.0,1,9571,1.0,322.0,1956,1956,2,68.0,639.0,0.0,7,1956.0,576,158,159900
5,864,864,864.0,0,864.0,1,9350,0.0,0.0,1975,1975,4,50.0,0.0,0.0,7,1979.0,0,0,99600
6,1269,621,621.0,648,324.0,1,9360,1.0,280.0,1962,2001,4,50.0,297.0,216.0,7,1962.0,0,0,134500
5,1367,961,861.0,406,241.0,1,8405,1.0,384.0,1900,1950,4,50.0,229.0,0.0,7,1978.0,0,0,119000
5,1347,820,1117.0,527,969.0,1,7000,0.0,0.0,1910,1991,4,70.0,148.0,0.0,7,1979.0,0,85,107500
5,1164,1164,1164.0,0,1040.0,1,10880,1.0,240.0,1950,1950,4,68.0,124.0,0.0,7,1950.0,0,0,125000
6,1096,572,572.0,524,0.0,1,9600,0.0,0.0,1924,1950,4,60.0,572.0,0.0,7,1979.0,0,0,79000
5,1111,616,616.0,495,236.0,1,9084,1.0,200.0,1941,1950,4,60.0,0.0,0.0,7,1941.0,0,48,95000
7,2329,1532,1475.0,797,1085.0,2,11839,2.0,514.0,1990,1990,2,86.0,390.0,99.0,23,1990.0,0,192,262280
6,2814,1093,1077.0,1721,779.0,2,9771,2.0,614.0,1995,2002,2,68.0,298.0,190.0,23,1995.0,216,48,260000
7,1626,1626,1602.0,0,1271.0,2,9938,2.0,534.0,1994,1994,2,80.0,331.0,251.0,23,1994.0,0,424,226500
7,2200,1101,812.0,1099,355.0,2,14171,2.0,453.0,1993,1994,2,68.0,457.0,0.0,23,1993.0,0,168,225000
7,2037,1302,672.0,735,0.0,2,10541,2.0,472.0,1996,1996,2,85.0,672.0,0.0,23,1996.0,0,100,229000
7,1356,628,628.0,728,0.0,2,10616,2.0,484.0,2007,2007,2,65.0,628.0,0.0,5,2007.0,0,100,177439
8,1615,1615,1615.0,0,0.0,2,9345,3.0,864.0,2007,2007,2,65.0,1615.0,156.0,5,2007.0,0,168,248500
9,2276,2276,2271.0,0,2085.0,2,11778,3.0,1348.0,2008,2008,0,91.0,186.0,554.0,5,2008.0,255,0,475000
9,1766,1766,1751.0,0,1153.0,2,11778,3.0,874.0,2008,2008,0,91.0,598.0,402.0,5,2008.0,0,216,395039
7,2097,1080,1080.0,1017,50.0,2,11228,3.0,678.0,1993,1993,2,59.0,499.0,0.0,23,1993.0,0,196,228000
8,1511,1511,1401.0,0,770.0,2,11454,3.0,811.0,1995,1995,2,68.0,631.0,302.0,23,1995.0,0,168,225000
6,1643,1643,1182.0,0,262.0,2,11500,2.0,438.0,1966,1966,4,68.0,197.0,0.0,4,1966.0,0,339,195000
6,1688,616,616.0,1072,462.0,2,12798,2.0,603.0,1997,1997,2,79.0,154.0,0.0,4,1997.0,0,403,200000
5,990,990,990.0,0,722.0,1,9750,2.0,528.0,1994,1994,4,65.0,268.0,0.0,5,1997.0,0,168,155000
5,1099,1099,1099.0,0,0.0,1,9525,1.0,352.0,1995,2006,2,75.0,1099.0,0.0,5,1999.0,0,278,144000
5,990,990,990.0,0,686.0,1,9245,2.0,672.0,1994,1995,4,57.0,304.0,0.0,5,1996.0,0,0,145000
7,1418,1418,1418.0,0,1308.0,2,8696,2.0,558.0,1997,1998,2,68.0,110.0,150.0,5,1997.0,0,208,226001
6,1771,872,864.0,899,688.0,2,13142,2.0,600.0,1997,1997,2,68.0,176.0,128.0,5,1997.0,0,0,215700
7,1652,782,782.0,870,527.0,2,8998,2.0,532.0,2000,2000,2,68.0,255.0,120.0,5,2000.0,0,0,207500
7,1790,882,873.0,908,633.0,2,9179,2.0,588.0,1999,1999,2,68.0,240.0,158.0,5,1999.0,0,0,193000
7,1724,880,880.0,844,0.0,2,8924,2.0,527.0,1998,1999,2,57.0,880.0,0.0,5,1998.0,0,120,188000
7,1479,1479,1468.0,0,0.0,2,9382,2.0,577.0,1999,2000,2,93.0,1468.0,125.0,5,1999.0,0,120,191000
7,1494,1494,1494.0,0,922.0,2,12803,2.0,530.0,2002,2002,2,88.0,572.0,99.0,5,2002.0,0,192,221000
7,1792,963,963.0,829,361.0,2,12435,2.0,564.0,2001,2001,2,80.0,602.0,172.0,5,2001.0,0,0,231500
7,1823,928,928.0,895,663.0,2,12192,2.0,626.0,2000,2001,2,75.0,265.0,0.0,5,2000.0,0,192,235000
7,1786,920,920.0,866,486.0,2,11250,2.0,608.0,2001,2002,2,68.0,434.0,162.0,5,2001.0,0,0,223500
5,938,938,938.0,0,280.0,1,9200,1.0,308.0,1975,1980,4,68.0,167.0,0.0,5,1977.0,0,145,130250
5,985,985,985.0,0,595.0,2,8385,1.0,328.0,1977,1977,4,65.0,390.0,220.0,5,1977.0,0,210,149900
5,1174,1174,864.0,0,781.0,1,12250,2.0,528.0,1978,1978,4,68.0,83.0,180.0,5,1978.0,0,211,158000
6,1026,1026,940.0,0,505.0,1,10970,2.0,576.0,1978,1978,4,68.0,0.0,0.0,5,1981.0,0,0,147000
5,1076,1076,1076.0,0,294.0,1,9216,2.0,576.0,1975,1975,4,68.0,782.0,176.0,5,1985.0,0,0,143195
5,1558,1558,864.0,0,88.0,2,14330,2.0,440.0,1975,2001,4,40.0,180.0,0.0,5,1975.0,227,140,163000
5,924,924,924.0,0,0.0,1,7990,1.0,280.0,1975,1975,4,88.0,924.0,0.0,5,1981.0,0,0,110000
5,864,864,864.0,0,390.0,1,7180,1.0,352.0,1972,1972,4,60.0,474.0,0.0,5,1989.0,0,0,127000
5,780,780,780.0,0,632.0,1,7200,1.0,352.0,1972,1972,4,60.0,148.0,0.0,5,1973.0,0,196,124900
8,1795,1795,1777.0,0,0.0,2,9742,2.0,534.0,2002,2002,2,75.0,1777.0,281.0,5,2002.0,0,171,230000
8,2031,1128,1128.0,903,804.0,2,9473,2.0,577.0,2002,2002,2,75.0,324.0,0.0,5,2002.0,0,0,237000
7,1865,992,992.0,873,735.0,2,10316,3.0,839.0,2000,2000,2,68.0,257.0,0.0,5,2000.0,0,0,235000
7,2161,1290,1257.0,871,0.0,2,10400,2.0,570.0,2001,2001,2,68.0,1257.0,227.0,5,2001.0,0,0,230500
8,1852,1004,1004.0,848,668.0,2,9066,3.0,660.0,1999,2000,2,73.0,336.0,320.0,5,1999.0,0,224,230000
7,2031,1153,1153.0,878,252.0,2,11404,2.0,541.0,1998,1999,2,75.0,901.0,202.0,5,1998.0,0,192,222500
8,2263,1055,1055.0,1208,0.0,2,9240,2.0,905.0,2001,2002,2,68.0,1055.0,396.0,5,2001.0,189,0,287000
9,1947,1366,1357.0,581,1194.0,2,9720,3.0,725.0,2001,2002,2,68.0,163.0,134.0,5,2001.0,0,168,274000
8,1786,1786,1778.0,0,1538.0,2,14860,3.0,715.0,2002,2003,2,68.0,240.0,240.0,5,2002.0,0,182,300000
8,2290,1149,1128.0,1141,0.0,2,11250,2.0,779.0,2002,2002,2,68.0,1128.0,0.0,5,2002.0,0,0,255900
7,1768,884,884.0,884,550.0,2,8158,2.0,543.0,2003,2003,2,65.0,334.0,252.0,5,2003.0,0,0,224900
7,2327,1129,1129.0,1198,0.0,2,10905,2.0,596.0,2003,2003,2,41.0,1129.0,0.0,5,2003.0,0,0,240000
7,1640,798,798.0,842,0.0,2,7226,2.0,595.0,2003,2003,2,72.0,798.0,0.0,5,2003.0,0,0,183000
8,1764,886,850.0,878,0.0,2,11690,2.0,560.0,1999,2000,2,96.0,850.0,192.0,5,1999.0,0,120,207000
7,1908,933,915.0,975,642.0,2,8750,2.0,493.0,1994,1995,2,70.0,273.0,0.0,5,1994.0,0,144,210000
6,848,848,848.0,0,686.0,1,4435,2.0,420.0,2003,2003,2,37.0,162.0,170.0,5,2003.0,0,140,136500
6,848,848,848.0,0,662.0,1,4426,2.0,420.0,2004,2004,2,68.0,186.0,205.0,5,2004.0,0,140,145000
6,1493,1493,1478.0,0,994.0,2,13125,2.0,508.0,1997,1998,2,75.0,484.0,215.0,5,1997.0,0,140,208900
6,1838,1838,1838.0,0,1593.0,2,10126,3.0,721.0,1997,1998,4,83.0,83.0,0.0,5,1998.0,0,160,185000
7,1536,1536,1536.0,0,810.0,2,9135,2.0,532.0,2002,2003,2,70.0,726.0,113.0,5,2002.0,0,192,214000
7,1710,856,856.0,854,706.0,2,8450,2.0,548.0,2003,2003,2,65.0,150.0,196.0,5,2003.0,0,0,208500
7,1445,1445,1445.0,0,24.0,2,9750,2.0,470.0,2004,2004,2,75.0,1421.0,50.0,5,2004.0,0,0,186500
7,1436,1436,1436.0,0,946.0,2,8450,2.0,484.0,2004,2004,2,65.0,490.0,266.0,5,2004.0,0,139,210000
7,1582,770,770.0,812,490.0,2,8320,2.0,520.0,2004,2004,2,64.0,280.0,0.0,5,2004.0,0,0,185900
8,1234,1234,1234.0,0,0.0,2,11049,2.0,484.0,2007,2007,2,85.0,1234.0,0.0,5,2007.0,0,0,179900
7,1564,1564,1564.0,0,56.0,2,11058,3.0,814.0,2007,2007,2,85.0,1508.0,212.0,5,2007.0,0,0,218836
7,1361,1361,1351.0,0,24.0,2,9627,2.0,610.0,2007,2007,2,74.0,1327.0,0.0,5,2007.0,0,0,193000
7,1456,728,728.0,728,648.0,2,8199,2.0,410.0,2005,2005,2,63.0,80.0,0.0,5,2005.0,0,36,189000
6,848,848,848.0,0,697.0,1,4426,2.0,420.0,2004,2004,2,68.0,151.0,147.0,5,2004.0,0,149,149300
6,848,848,848.0,0,697.0,1,4426,2.0,420.0,2004,2004,2,68.0,151.0,147.0,5,2004.0,0,149,141000
6,848,848,848.0,0,662.0,1,4438,2.0,420.0,2004,2004,2,68.0,186.0,205.0,5,2004.0,0,149,149000
6,848,848,848.0,0,662.0,1,4438,2.0,420.0,2004,2004,2,68.0,186.0,169.0,5,2004.0,0,140,144500
5,796,796,796.0,0,0.0,1,8777,0.0,0.0,1910,1950,4,67.0,796.0,0.0,7,1979.0,0,328,85000
5,2200,1272,1272.0,928,1084.0,2,8777,0.0,0.0,1900,2003,4,67.0,188.0,0.0,7,1979.0,0,0,145900
5,1092,1092,1092.0,0,609.0,1,9825,1.0,264.0,1966,1966,4,75.0,483.0,0.0,7,1966.0,161,259,123000
5,1256,1256,1256.0,0,830.0,1,9937,1.0,276.0,1965,1965,4,75.0,136.0,0.0,7,1965.0,0,736,147500
5,1033,1033,456.0,0,456.0,1,12102,2.0,504.0,1976,1976,4,64.0,0.0,222.0,7,1976.0,0,224,165000
6,1127,1127,1127.0,0,1033.0,1,6500,2.0,480.0,1976,1976,4,65.0,94.0,84.0,7,1991.0,0,0,135000
5,996,996,996.0,0,290.0,1,13907,0.0,0.0,1940,1969,4,63.0,706.0,0.0,7,1979.0,0,144,108000
4,1181,1181,1138.0,0,920.0,2,10012,2.0,588.0,1972,1972,4,90.0,38.0,0.0,7,1974.0,0,0,137500
7,1656,760,746.0,896,0.0,2,6931,2.0,397.0,2003,2004,2,60.0,746.0,92.0,7,2003.0,0,178,165400
6,1117,1117,1029.0,0,368.0,1,9638,2.0,542.0,1977,1977,4,68.0,541.0,0.0,7,1977.0,0,292,147000
6,1398,684,684.0,714,288.0,1,7200,2.0,440.0,1976,2001,4,72.0,396.0,0.0,7,1976.0,0,0,160500
4,1132,1132,1132.0,0,1024.0,1,7024,2.0,451.0,2005,2005,2,60.0,108.0,0.0,7,2005.0,0,252,176000
5,3820,3820,0.0,0,0.0,3,47007,2.0,624.0,1959,1996,0,123.0,0.0,0.0,7,1959.0,0,0,284700
10,5642,4692,6110.0,950,5644.0,2,63887,2.0,1418.0,2008,2008,0,313.0,466.0,796.0,7,2008.0,0,214,160000
6,1072,1072,547.0,0,459.0,1,3675,2.0,525.0,2005,2005,4,35.0,88.0,80.0,7,2005.0,0,0,148000
4,1152,1152,0.0,0,0.0,2,6040,0.0,0.0,1955,1955,1,65.0,0.0,0.0,7,1979.0,0,0,82000
4,1152,1152,0.0,0,0.0,2,6012,0.0,0.0,1955,1955,4,65.0,0.0,0.0,7,1979.0,0,0,82000
4,1440,1440,1440.0,0,133.0,2,12108,0.0,0.0,1955,1955,1,92.0,1307.0,270.0,7,1979.0,0,0,118000
4,1152,1152,0.0,0,0.0,2,6845,0.0,0.0,1955,1955,4,74.0,0.0,58.0,7,1979.0,0,0,82500
4,784,784,784.0,0,784.0,1,6931,0.0,0.0,1955,1955,4,56.0,0.0,0.0,7,1979.0,0,112,91900
5,1053,585,585.0,468,0.0,1,12180,0.0,0.0,1938,2007,0,60.0,585.0,0.0,7,1979.0,0,42,120000
5,1137,929,0.0,208,0.0,1,8050,0.0,0.0,1947,1993,4,57.0,0.0,0.0,7,1979.0,0,0,96000
4,930,930,911.0,0,767.0,1,9520,1.0,286.0,1953,1953,4,68.0,144.0,115.0,7,1953.0,0,134,99000
5,1200,768,768.0,432,352.0,1,11767,1.0,240.0,1946,1995,4,70.0,416.0,0.0,7,1946.0,0,0,130500
4,1470,997,941.0,473,0.0,2,8172,1.0,548.0,1954,1972,4,60.0,941.0,0.0,7,1958.0,156,0,135000
5,1393,872,816.0,521,0.0,1,16466,1.0,300.0,1955,1955,4,59.0,816.0,0.0,7,1955.0,265,121,135500
4,1204,1204,416.0,0,0.0,1,7692,1.0,312.0,1954,1954,4,62.0,416.0,0.0,7,1954.0,0,0,100000
4,1292,949,949.0,343,224.0,1,5142,1.0,205.0,1923,2008,2,67.0,725.0,0.0,7,1923.0,0,0,108000
5,864,864,864.0,0,468.0,1,5604,0.0,0.0,1925,1950,4,67.0,396.0,0.0,7,1979.0,0,0,98000
3,864,864,864.0,0,41.0,1,8248,0.0,0.0,1914,1950,4,45.0,823.0,0.0,7,1979.0,0,0,67000
5,1716,936,780.0,780,210.0,2,5687,0.0,0.0,1912,2000,1,55.0,570.0,0.0,21,1979.0,0,0,135900
6,1482,810,672.0,672,156.0,2,12155,1.0,400.0,1925,1950,1,68.0,516.0,0.0,21,1934.0,0,0,140000
5,2192,1052,720.0,720,378.0,2,8400,1.0,240.0,1939,1997,2,60.0,342.0,0.0,21,1939.0,0,262,179500
6,1694,1390,1181.0,304,423.0,2,8400,2.0,576.0,1925,1950,4,60.0,758.0,0.0,21,1925.0,0,342,136500
7,1424,1424,1228.0,0,0.0,2,7290,1.0,312.0,1921,1950,4,60.0,1228.0,174.0,21,1921.0,0,0,168000
5,1964,1024,940.0,940,0.0,1,8525,0.0,0.0,1911,1950,4,55.0,940.0,0.0,21,1979.0,0,0,130000
5,2601,990,612.0,1611,0.0,3,9842,2.0,621.0,1921,1998,4,51.0,612.0,0.0,21,1998.0,0,183,189000
6,1920,960,960.0,960,281.0,2,7804,2.0,480.0,1930,1950,4,64.0,0.0,0.0,21,1930.0,0,248,161900
6,1316,672,644.0,644,379.0,1,8969,1.0,369.0,1926,1950,4,66.0,265.0,0.0,6,2001.0,192,0,145000
6,2555,1423,588.0,748,0.0,2,11526,2.0,672.0,1922,1994,4,79.0,588.0,0.0,6,1993.0,0,431,191000
6,1680,840,840.0,840,0.0,2,15576,1.0,308.0,1915,1976,4,63.0,840.0,0.0,6,1960.0,0,0,177000
6,1264,676,676.0,588,0.0,1,15564,2.0,400.0,1914,1995,4,63.0,676.0,0.0,6,1994.0,0,424,147500
6,790,790,768.0,0,384.0,1,6292,1.0,160.0,1930,1950,4,52.0,384.0,0.0,21,1925.0,0,0,91000
8,1512,798,798.0,714,406.0,2,7609,1.0,180.0,1925,1997,2,54.0,392.0,0.0,6,1925.0,0,85,231000
6,1639,1166,1064.0,0,0.0,1,10480,1.0,240.0,1936,1950,4,51.0,1064.0,0.0,21,1936.0,0,0,115000
6,1603,819,784.0,784,0.0,1,9650,2.0,599.0,1923,1950,4,68.0,784.0,0.0,6,1980.0,0,0,138000
7,1502,851,776.0,651,0.0,1,7200,1.0,270.0,1931,2000,4,60.0,776.0,0.0,6,1931.0,0,0,149000
6,1660,849,715.0,811,326.0,1,11988,1.0,240.0,1934,1995,4,74.0,389.0,0.0,6,1939.0,0,0,188700
5,1938,1265,942.0,673,606.0,2,11700,1.0,240.0,1937,1995,2,68.0,336.0,0.0,6,1937.0,0,0,198000
5,1374,932,884.0,442,0.0,1,9260,1.0,225.0,1938,1950,4,68.0,884.0,0.0,6,1938.0,100,64,110000
6,1091,1091,1091.0,0,500.0,1,7801,1.0,344.0,1951,1951,4,79.0,591.0,88.0,6,1951.0,221,66,104000
8,1873,983,608.0,890,210.0,1,9670,2.0,786.0,1935,1950,4,100.0,398.0,40.0,6,1935.0,0,0,257076
8,3447,1968,728.0,1479,192.0,3,14100,3.0,1014.0,1935,1997,2,68.0,536.0,632.0,6,1982.0,0,314,381000
7,1954,1137,798.0,817,341.0,1,15660,2.0,431.0,1939,2006,2,68.0,457.0,312.0,6,1939.0,0,0,311500
7,2161,1218,832.0,943,435.0,2,12392,2.0,506.0,1950,2000,2,70.0,397.0,0.0,6,1994.0,0,0,263400
5,1898,1898,1898.0,0,1116.0,2,26073,2.0,484.0,1956,1956,4,56.0,782.0,0.0,6,1956.0,0,0,236500
6,1640,1640,1296.0,0,728.0,1,14778,2.0,924.0,1954,2006,2,68.0,568.0,72.0,6,1993.0,0,108,224000
6,1032,516,516.0,516,366.0,1,1879,2.0,462.0,1980,1980,4,24.0,150.0,0.0,1,1980.0,0,213,116500
6,1556,716,716.0,840,81.0,2,1950,2.0,452.0,1980,1980,4,24.0,23.0,0.0,1,1980.0,0,161,151000
6,919,919,894.0,0,299.0,1,7000,1.0,195.0,1926,1998,4,50.0,555.0,0.0,11,1926.0,0,0,126000
6,1090,760,720.0,330,0.0,1,6000,1.0,240.0,1940,2006,4,60.0,720.0,0.0,11,1940.0,0,0,120000
4,796,796,796.0,0,0.0,1,3636,0.0,0.0,1922,1950,4,40.0,796.0,0.0,11,1979.0,0,0,55000
6,816,816,816.0,0,538.0,1,5890,1.0,432.0,1930,2007,4,68.0,278.0,0.0,11,2002.0,0,0,120500
5,778,778,740.0,0,403.0,1,6900,1.0,924.0,1940,1955,4,71.0,212.0,0.0,11,1966.0,0,0,120500
5,1200,780,780.0,420,0.0,1,8155,0.0,0.0,1930,1950,4,58.0,780.0,0.0,11,1979.0,0,0,119000
5,1656,1092,624.0,564,257.0,1,6000,1.0,288.0,1967,1967,4,75.0,367.0,0.0,11,1967.0,100,0,126000
5,912,912,520.0,0,0.0,1,7392,1.0,360.0,1930,1995,4,60.0,520.0,0.0,11,1934.0,0,0,99500
5,1955,1151,1151.0,804,330.0,2,9000,1.0,356.0,1958,1958,4,75.0,821.0,162.0,11,1958.0,0,0,165500
1,733,733,0.0,0,0.0,1,14584,2.0,487.0,1952,1952,1,80.0,0.0,0.0,11,1952.0,0,0,13100
4,1361,825,173.0,536,0.0,1,5280,1.0,185.0,1895,1950,4,60.0,173.0,0.0,11,1895.0,0,0,89000
4,1317,649,649.0,668,0.0,1,8500,1.0,250.0,1920,1950,4,50.0,649.0,0.0,11,1920.0,0,0,40000
4,1049,671,356.0,378,0.0,1,5150,1.0,195.0,1910,2000,4,52.0,356.0,0.0,11,1910.0,0,0,80900
3,894,894,894.0,0,0.0,1,18000,3.0,1248.0,1935,1950,4,120.0,894.0,0.0,11,1994.0,0,0,81000
4,864,432,592.0,432,0.0,1,9000,1.0,216.0,1920,1950,1,60.0,592.0,0.0,11,1920.0,0,0,65000
8,1652,1652,1600.0,0,1480.0,2,5587,2.0,482.0,2008,2008,2,64.0,120.0,186.0,6,2008.0,0,162,392500
8,1648,1648,1596.0,0,1476.0,2,3843,2.0,525.0,2007,2008,0,44.0,120.0,186.0,6,2007.0,0,162,294464
7,1646,1646,1594.0,0,1474.0,2,3811,2.0,482.0,2004,2005,0,44.0,120.0,174.0,6,2004.0,155,128,250000
8,1646,1646,1594.0,0,1373.0,2,3842,2.0,482.0,2004,2005,2,44.0,221.0,174.0,6,2004.0,155,128,275000
7,2032,2032,1840.0,0,700.0,3,23730,3.0,786.0,1996,1997,2,68.0,1140.0,668.0,14,1996.0,0,0,300000
8,1689,1689,1568.0,0,1218.0,2,13265,3.0,857.0,2002,2002,2,68.0,350.0,148.0,14,2002.0,0,150,271000
7,1820,910,910.0,910,0.0,2,11050,3.0,816.0,1996,1997,2,68.0,910.0,0.0,14,1996.0,0,318,213000
6,1118,1118,1096.0,0,522.0,1,9880,1.0,358.0,1977,1977,4,76.0,574.0,0.0,14,1977.0,0,203,171000
6,1279,1279,1196.0,0,641.0,2,10125,2.0,473.0,1977,1977,4,75.0,276.0,0.0,14,1980.0,0,238,171500
5,1872,936,0.0,936,0.0,2,10260,2.0,484.0,1976,1976,4,76.0,0.0,0.0,14,1976.0,0,0,100000
4,1689,1689,1680.0,0,1383.0,2,9990,2.0,432.0,1991,1991,4,74.0,297.0,0.0,14,1991.0,0,428,228500
5,1786,1619,1499.0,167,1249.0,2,164660,2.0,529.0,1965,1965,4,68.0,103.0,0.0,26,1965.0,0,670,228950
